alert_id,txn_id,rule_id,rule_name,severity
ALT2238,TXN2238,R005,Mule Account Pattern,High
ALT2240,TXN2240,R005,Mule Account Pattern,High
ALT2241,TXN2241,R002,Dormant Account Activity,Medium
ALT2243,TXN2243,R001,Large Deposit,High
ALT2245,TXN2245,R002,Dormant Account Activity,Medium
ALT2246,TXN2246,R003,Structuring,High
ALT2247,TXN2247,R001,Large Deposit,High
ALT2249,TXN2249,R001,Large Deposit,High
ALT2250,TXN2250,R002,Dormant Account Activity,Medium
ALT2251,TXN2251,R001,Large Deposit,High
ALT2252,TXN2252,R001,Large Deposit,High
ALT2255,TXN2255,R001,Large Deposit,High
ALT2256,TXN2256,R003,Structuring,High
ALT2262,TXN2262,R002,Dormant Account Activity,Medium
ALT2263,TXN2263,R001,Large Deposit,High
ALT2266,TXN2266,R001,Large Deposit,High
ALT2267,TXN2267,R001,Large Deposit,High
ALT2268,TXN2268,R001,Large Deposit,High
ALT2269,TXN2269,R006,Funnel Account,Low
ALT2270,TXN2270,R001,Large Deposit,High
ALT2271,TXN2271,R006,Funnel Account,Low
ALT2273,TXN2273,R001,Large Deposit,High
ALT2274,TXN2274,R005,Mule Account Pattern,High
ALT2276,TXN2276,R001,Large Deposit,High
ALT2277,TXN2277,R006,Funnel Account,Low
ALT2278,TXN2278,R001,Large Deposit,High
ALT2280,TXN2280,R001,Large Deposit,High
ALT2281,TXN2281,R001,Large Deposit,High
ALT2282,TXN2282,R001,Large Deposit,High
ALT2283,TXN2283,R001,Large Deposit,High
ALT2285,TXN2285,R005,Mule Account Pattern,High
ALT2286,TXN2286,R001,Large Deposit,High
ALT2287,TXN2287,R001,Large Deposit,High
ALT2289,TXN2289,R001,Large Deposit,High
ALT2291,TXN2291,R002,Dormant Account Activity,Medium
ALT2292,TXN2292,R002,Dormant Account Activity,Medium
ALT2293,TXN2293,R002,Dormant Account Activity,Medium
ALT2294,TXN2294,R005,Mule Account Pattern,High
ALT2295,TXN2295,R001,Large Deposit,High
ALT2296,TXN2296,R002,Dormant Account Activity,Medium
ALT2298,TXN2298,R001,Large Deposit,High
ALT2300,TXN2300,R002,Dormant Account Activity,Medium
ALT2301,TXN2301,R001,Large Deposit,High
ALT2302,TXN2302,R006,Funnel Account,Low
ALT2303,TXN2303,R001,Large Deposit,High
ALT2304,TXN2304,R002,Dormant Account Activity,Medium
ALT2305,TXN2305,R002,Dormant Account Activity,Medium
ALT2306,TXN2306,R002,Dormant Account Activity,Medium
ALT2307,TXN2307,R002,Dormant Account Activity,Medium
ALT2308,TXN2308,R001,Large Deposit,High
ALT2311,TXN2311,R001,Large Deposit,High
ALT2312,TXN2312,R001,Large Deposit,High
ALT2313,TXN2313,R001,Large Deposit,High
ALT2314,TXN2314,R002,Dormant Account Activity,Medium
ALT2315,TXN2315,R001,Large Deposit,High
ALT2316,TXN2316,R001,Large Deposit,High
ALT2317,TXN2317,R001,Large Deposit,High
ALT2319,TXN2319,R006,Funnel Account,Low
ALT2320,TXN2320,R001,Large Deposit,High
ALT2321,TXN2321,R005,Mule Account Pattern,High
ALT2325,TXN2325,R006,Funnel Account,Low
ALT2326,TXN2326,R001,Large Deposit,High
ALT2327,TXN2327,R001,Large Deposit,High
ALT2328,TXN2328,R002,Dormant Account Activity,Medium
ALT2329,TXN2329,R001,Large Deposit,High
ALT2330,TXN2330,R001,Large Deposit,High
ALT2331,TXN2331,R006,Funnel Account,Low
ALT2332,TXN2332,R001,Large Deposit,High
ALT2333,TXN2333,R001,Large Deposit,High
ALT2334,TXN2334,R001,Large Deposit,High
ALT2335,TXN2335,R005,Mule Account Pattern,High
ALT2338,TXN2338,R001,Large Deposit,High
ALT2339,TXN2339,R001,Large Deposit,High
ALT2340,TXN2340,R002,Dormant Account Activity,Medium
ALT2342,TXN2342,R001,Large Deposit,High
ALT2343,TXN2343,R001,Large Deposit,High
ALT2344,TXN2344,R002,Dormant Account Activity,Medium
ALT2347,TXN2347,R001,Large Deposit,High
ALT2348,TXN2348,R005,Mule Account Pattern,High
ALT2351,TXN2351,R006,Funnel Account,Low
ALT2352,TXN2352,R002,Dormant Account Activity,Medium
ALT2355,TXN2355,R005,Mule Account Pattern,High
ALT2356,TXN2356,R001,Large Deposit,High
ALT2357,TXN2357,R001,Large Deposit,High
ALT2359,TXN2359,R001,Large Deposit,High
ALT2360,TXN2360,R001,Large Deposit,High
ALT2361,TXN2361,R001,Large Deposit,High
ALT2363,TXN2363,R001,Large Deposit,High
ALT2364,TXN2364,R006,Funnel Account,Low
ALT2365,TXN2365,R001,Large Deposit,High
ALT2366,TXN2366,R002,Dormant Account Activity,Medium
ALT2368,TXN2368,R005,Mule Account Pattern,High
ALT2369,TXN2369,R005,Mule Account Pattern,High
ALT2370,TXN2370,R002,Dormant Account Activity,Medium
ALT2371,TXN2371,R001,Large Deposit,High
ALT2372,TXN2372,R001,Large Deposit,High
ALT2373,TXN2373,R005,Mule Account Pattern,High
ALT2375,TXN2375,R002,Dormant Account Activity,Medium
ALT2376,TXN2376,R001,Large Deposit,High
ALT2377,TXN2377,R005,Mule Account Pattern,High
ALT2378,TXN2378,R001,Large Deposit,High
ALT2379,TXN2379,R006,Funnel Account,Low
ALT2380,TXN2380,R002,Dormant Account Activity,Medium
ALT2381,TXN2381,R006,Funnel Account,Low
ALT2382,TXN2382,R002,Dormant Account Activity,Medium
ALT2383,TXN2383,R001,Large Deposit,High
ALT2385,TXN2385,R001,Large Deposit,High
ALT2386,TXN2386,R001,Large Deposit,High
ALT2387,TXN2387,R006,Funnel Account,Low
ALT2388,TXN2388,R006,Funnel Account,Low
ALT2389,TXN2389,R001,Large Deposit,High
ALT2392,TXN2392,R002,Dormant Account Activity,Medium
ALT2393,TXN2393,R002,Dormant Account Activity,Medium
ALT2394,TXN2394,R001,Large Deposit,High
ALT2395,TXN2395,R002,Dormant Account Activity,Medium
ALT2396,TXN2396,R002,Dormant Account Activity,Medium
ALT2399,TXN2399,R001,Large Deposit,High
ALT2401,TXN2401,R001,Large Deposit,High
ALT2402,TXN2402,R002,Dormant Account Activity,Medium
ALT2404,TXN2404,R006,Funnel Account,Low
ALT2406,TXN2406,R002,Dormant Account Activity,Medium
ALT2407,TXN2407,R001,Large Deposit,High
ALT2408,TXN2408,R001,Large Deposit,High
ALT2409,TXN2409,R001,Large Deposit,High
ALT2410,TXN2410,R001,Large Deposit,High
ALT2411,TXN2411,R002,Dormant Account Activity,Medium
ALT2414,TXN2414,R001,Large Deposit,High
ALT2415,TXN2415,R001,Large Deposit,High
ALT2416,TXN2416,R001,Large Deposit,High
ALT2419,TXN2419,R002,Dormant Account Activity,Medium
ALT2420,TXN2420,R001,Large Deposit,High
ALT2421,TXN2421,R005,Mule Account Pattern,High
ALT2423,TXN2423,R001,Large Deposit,High
ALT2424,TXN2424,R001,Large Deposit,High
ALT2426,TXN2426,R001,Large Deposit,High
ALT2427,TXN2427,R001,Large Deposit,High
ALT2428,TXN2428,R001,Large Deposit,High
ALT2430,TXN2430,R006,Funnel Account,Low
ALT2432,TXN2432,R002,Dormant Account Activity,Medium
ALT2433,TXN2433,R001,Large Deposit,High
ALT2434,TXN2434,R001,Large Deposit,High
ALT2435,TXN2435,R001,Large Deposit,High
ALT2437,TXN2437,R001,Large Deposit,High
ALT2438,TXN2438,R002,Dormant Account Activity,Medium
ALT2439,TXN2439,R001,Large Deposit,High
ALT2441,TXN2441,R002,Dormant Account Activity,Medium
ALT2442,TXN2442,R002,Dormant Account Activity,Medium
ALT2443,TXN2443,R001,Large Deposit,High
ALT2445,TXN2445,R001,Large Deposit,High
ALT2447,TXN2447,R001,Large Deposit,High
ALT2449,TXN2449,R006,Funnel Account,Low
ALT2450,TXN2450,R001,Large Deposit,High
ALT2451,TXN2451,R002,Dormant Account Activity,Medium
ALT2452,TXN2452,R001,Large Deposit,High
ALT2453,TXN2453,R001,Large Deposit,High
ALT2454,TXN2454,R002,Dormant Account Activity,Medium
ALT2456,TXN2456,R001,Large Deposit,High
ALT2458,TXN2458,R001,Large Deposit,High
ALT2459,TXN2459,R006,Funnel Account,Low
ALT2461,TXN2461,R001,Large Deposit,High
ALT2462,TXN2462,R002,Dormant Account Activity,Medium
ALT2463,TXN2463,R002,Dormant Account Activity,Medium
ALT2464,TXN2464,R001,Large Deposit,High
ALT2465,TXN2465,R001,Large Deposit,High
ALT2466,TXN2466,R001,Large Deposit,High
ALT2467,TXN2467,R002,Dormant Account Activity,Medium
ALT2468,TXN2468,R001,Large Deposit,High
ALT2469,TXN2469,R001,Large Deposit,High
ALT2470,TXN2470,R002,Dormant Account Activity,Medium
ALT2475,TXN2475,R001,Large Deposit,High
ALT2476,TXN2476,R002,Dormant Account Activity,Medium
ALT2477,TXN2477,R002,Dormant Account Activity,Medium
ALT2478,TXN2478,R001,Large Deposit,High
ALT2481,TXN2481,R001,Large Deposit,High
ALT2482,TXN2482,R002,Dormant Account Activity,Medium
ALT2483,TXN2483,R002,Dormant Account Activity,Medium
ALT2484,TXN2484,R002,Dormant Account Activity,Medium
ALT2485,TXN2485,R001,Large Deposit,High
ALT2486,TXN2486,R002,Dormant Account Activity,Medium
ALT2489,TXN2489,R001,Large Deposit,High
ALT2490,TXN2490,R001,Large Deposit,High
ALT2491,TXN2491,R001,Large Deposit,High
ALT2492,TXN2492,R001,Large Deposit,High
ALT2493,TXN2493,R006,Funnel Account,Low
ALT2495,TXN2495,R002,Dormant Account Activity,Medium
ALT2496,TXN2496,R001,Large Deposit,High
ALT2498,TXN2498,R002,Dormant Account Activity,Medium
ALT2499,TXN2499,R001,Large Deposit,High
ALT2500,TXN2500,R001,Large Deposit,High
ALT2501,TXN2501,R002,Dormant Account Activity,Medium
ALT2503,TXN2503,R001,Large Deposit,High
ALT2504,TXN2504,R001,Large Deposit,High
ALT2505,TXN2505,R005,Mule Account Pattern,High
ALT2506,TXN2506,R001,Large Deposit,High
ALT2507,TXN2507,R001,Large Deposit,High
ALT2508,TXN2508,R001,Large Deposit,High
ALT2509,TXN2509,R001,Large Deposit,High
ALT2512,TXN2512,R006,Funnel Account,Low
ALT2513,TXN2513,R002,Dormant Account Activity,Medium
ALT2514,TXN2514,R002,Dormant Account Activity,Medium
ALT2515,TXN2515,R002,Dormant Account Activity,Medium
ALT2516,TXN2516,R002,Dormant Account Activity,Medium
ALT2517,TXN2517,R001,Large Deposit,High
ALT2521,TXN2521,R001,Large Deposit,High
ALT2522,TXN2522,R001,Large Deposit,High
ALT2523,TXN2523,R001,Large Deposit,High
ALT2524,TXN2524,R002,Dormant Account Activity,Medium
ALT2526,TXN2526,R001,Large Deposit,High
ALT2527,TXN2527,R001,Large Deposit,High
ALT2528,TXN2528,R002,Dormant Account Activity,Medium
ALT2531,TXN2531,R002,Dormant Account Activity,Medium
ALT2532,TXN2532,R001,Large Deposit,High
ALT2533,TXN2533,R001,Large Deposit,High
ALT2534,TXN2534,R002,Dormant Account Activity,Medium
ALT2535,TXN2535,R002,Dormant Account Activity,Medium
ALT2536,TXN2536,R001,Large Deposit,High
ALT2537,TXN2537,R002,Dormant Account Activity,Medium
ALT2539,TXN2539,R003,Structuring,High
ALT2540,TXN2540,R006,Funnel Account,Low
ALT2541,TXN2541,R002,Dormant Account Activity,Medium
ALT2542,TXN2542,R001,Large Deposit,High
ALT2543,TXN2543,R001,Large Deposit,High
ALT2544,TXN2544,R001,Large Deposit,High
ALT2548,TXN2548,R006,Funnel Account,Low
ALT2549,TXN2549,R002,Dormant Account Activity,Medium
ALT2550,TXN2550,R001,Large Deposit,High
ALT2552,TXN2552,R001,Large Deposit,High
ALT2555,TXN2555,R006,Funnel Account,Low
ALT2556,TXN2556,R002,Dormant Account Activity,Medium
ALT2557,TXN2557,R002,Dormant Account Activity,Medium
ALT2558,TXN2558,R001,Large Deposit,High
ALT2559,TXN2559,R001,Large Deposit,High
ALT2560,TXN2560,R002,Dormant Account Activity,Medium
ALT2561,TXN2561,R005,Mule Account Pattern,High
ALT2562,TXN2562,R001,Large Deposit,High
ALT2563,TXN2563,R002,Dormant Account Activity,Medium
ALT2565,TXN2565,R001,Large Deposit,High
ALT2566,TXN2566,R002,Dormant Account Activity,Medium
ALT2569,TXN2569,R002,Dormant Account Activity,Medium
ALT2570,TXN2570,R001,Large Deposit,High
ALT2571,TXN2571,R002,Dormant Account Activity,Medium
ALT2573,TXN2573,R001,Large Deposit,High
ALT2574,TXN2574,R001,Large Deposit,High
ALT2575,TXN2575,R002,Dormant Account Activity,Medium
ALT2576,TXN2576,R001,Large Deposit,High
ALT2577,TXN2577,R002,Dormant Account Activity,Medium
ALT2578,TXN2578,R006,Funnel Account,Low
ALT2580,TXN2580,R001,Large Deposit,High
ALT2581,TXN2581,R001,Large Deposit,High
ALT2583,TXN2583,R002,Dormant Account Activity,Medium
ALT2584,TXN2584,R002,Dormant Account Activity,Medium
ALT2585,TXN2585,R001,Large Deposit,High
ALT2586,TXN2586,R002,Dormant Account Activity,Medium
ALT2588,TXN2588,R001,Large Deposit,High
ALT2591,TXN2591,R002,Dormant Account Activity,Medium
ALT2593,TXN2593,R002,Dormant Account Activity,Medium
ALT2596,TXN2596,R006,Funnel Account,Low
ALT2597,TXN2597,R002,Dormant Account Activity,Medium
ALT2598,TXN2598,R002,Dormant Account Activity,Medium
ALT2599,TXN2599,R001,Large Deposit,High
ALT2600,TXN2600,R001,Large Deposit,High
ALT2601,TXN2601,R001,Large Deposit,High
ALT2602,TXN2602,R001,Large Deposit,High
ALT2603,TXN2603,R001,Large Deposit,High
ALT2605,TXN2605,R002,Dormant Account Activity,Medium
ALT2606,TXN2606,R002,Dormant Account Activity,Medium
ALT2607,TXN2607,R001,Large Deposit,High
ALT2608,TXN2608,R001,Large Deposit,High
ALT2609,TXN2609,R006,Funnel Account,Low
ALT2610,TXN2610,R001,Large Deposit,High
ALT2612,TXN2612,R002,Dormant Account Activity,Medium
ALT2613,TXN2613,R001,Large Deposit,High
ALT2614,TXN2614,R001,Large Deposit,High
ALT2615,TXN2615,R002,Dormant Account Activity,Medium
ALT2617,TXN2617,R001,Large Deposit,High
ALT2619,TXN2619,R002,Dormant Account Activity,Medium
ALT2620,TXN2620,R001,Large Deposit,High
ALT2622,TXN2622,R001,Large Deposit,High
ALT2623,TXN2623,R002,Dormant Account Activity,Medium
ALT2624,TXN2624,R001,Large Deposit,High
ALT2627,TXN2627,R002,Dormant Account Activity,Medium
ALT2628,TXN2628,R002,Dormant Account Activity,Medium
ALT2629,TXN2629,R001,Large Deposit,High
ALT2630,TXN2630,R003,Structuring,High
ALT2631,TXN2631,R005,Mule Account Pattern,High
ALT2632,TXN2632,R001,Large Deposit,High
ALT2633,TXN2633,R001,Large Deposit,High
ALT2634,TXN2634,R001,Large Deposit,High
ALT2635,TXN2635,R002,Dormant Account Activity,Medium
ALT2636,TXN2636,R006,Funnel Account,Low
ALT2637,TXN2637,R003,Structuring,High
ALT2639,TXN2639,R002,Dormant Account Activity,Medium
ALT2640,TXN2640,R001,Large Deposit,High
ALT2641,TXN2641,R002,Dormant Account Activity,Medium
ALT2643,TXN2643,R001,Large Deposit,High
ALT2644,TXN2644,R006,Funnel Account,Low
ALT2647,TXN2647,R006,Funnel Account,Low
ALT2648,TXN2648,R001,Large Deposit,High
ALT2649,TXN2649,R002,Dormant Account Activity,Medium
ALT2650,TXN2650,R006,Funnel Account,Low
ALT2651,TXN2651,R001,Large Deposit,High
ALT2653,TXN2653,R001,Large Deposit,High
ALT2655,TXN2655,R001,Large Deposit,High
ALT2657,TXN2657,R002,Dormant Account Activity,Medium
ALT2658,TXN2658,R001,Large Deposit,High
ALT2660,TXN2660,R001,Large Deposit,High
ALT2662,TXN2662,R002,Dormant Account Activity,Medium
ALT2663,TXN2663,R003,Structuring,High
ALT2664,TXN2664,R001,Large Deposit,High
ALT2665,TXN2665,R002,Dormant Account Activity,Medium
ALT2666,TXN2666,R001,Large Deposit,High
ALT2667,TXN2667,R002,Dormant Account Activity,Medium
ALT2670,TXN2670,R002,Dormant Account Activity,Medium
ALT2672,TXN2672,R002,Dormant Account Activity,Medium
ALT2673,TXN2673,R002,Dormant Account Activity,Medium
ALT2674,TXN2674,R002,Dormant Account Activity,Medium
ALT2675,TXN2675,R001,Large Deposit,High
ALT2676,TXN2676,R001,Large Deposit,High
ALT2677,TXN2677,R006,Funnel Account,Low
ALT2678,TXN2678,R002,Dormant Account Activity,Medium
ALT2679,TXN2679,R001,Large Deposit,High
ALT2680,TXN2680,R002,Dormant Account Activity,Medium
ALT2681,TXN2681,R001,Large Deposit,High
ALT2682,TXN2682,R002,Dormant Account Activity,Medium
ALT2683,TXN2683,R001,Large Deposit,High
ALT2684,TXN2684,R001,Large Deposit,High
ALT2687,TXN2687,R001,Large Deposit,High
ALT2688,TXN2688,R001,Large Deposit,High
ALT2689,TXN2689,R006,Funnel Account,Low
ALT2690,TXN2690,R001,Large Deposit,High
ALT2691,TXN2691,R001,Large Deposit,High
ALT2692,TXN2692,R005,Mule Account Pattern,High
ALT2693,TXN2693,R001,Large Deposit,High
ALT2694,TXN2694,R001,Large Deposit,High
ALT2695,TXN2695,R001,Large Deposit,High
ALT2696,TXN2696,R002,Dormant Account Activity,Medium
ALT2698,TXN2698,R001,Large Deposit,High
ALT2701,TXN2701,R001,Large Deposit,High
ALT2702,TXN2702,R002,Dormant Account Activity,Medium
ALT2703,TXN2703,R001,Large Deposit,High
ALT2704,TXN2704,R002,Dormant Account Activity,Medium
ALT2705,TXN2705,R002,Dormant Account Activity,Medium
ALT2706,TXN2706,R001,Large Deposit,High
ALT2707,TXN2707,R001,Large Deposit,High
ALT2708,TXN2708,R001,Large Deposit,High
ALT2709,TXN2709,R001,Large Deposit,High
ALT2710,TXN2710,R002,Dormant Account Activity,Medium
ALT2711,TXN2711,R005,Mule Account Pattern,High
ALT2712,TXN2712,R002,Dormant Account Activity,Medium
ALT2714,TXN2714,R002,Dormant Account Activity,Medium
ALT2715,TXN2715,R001,Large Deposit,High
ALT2716,TXN2716,R006,Funnel Account,Low
ALT2717,TXN2717,R002,Dormant Account Activity,Medium
ALT2718,TXN2718,R001,Large Deposit,High
ALT2723,TXN2723,R001,Large Deposit,High
ALT2724,TXN2724,R001,Large Deposit,High
ALT2725,TXN2725,R001,Large Deposit,High
ALT2726,TXN2726,R006,Funnel Account,Low
ALT2727,TXN2727,R002,Dormant Account Activity,Medium
ALT2728,TXN2728,R001,Large Deposit,High
ALT2729,TXN2729,R001,Large Deposit,High
ALT2730,TXN2730,R002,Dormant Account Activity,Medium
ALT2731,TXN2731,R001,Large Deposit,High
ALT2732,TXN2732,R001,Large Deposit,High
ALT2733,TXN2733,R001,Large Deposit,High
ALT2734,TXN2734,R001,Large Deposit,High
ALT2735,TXN2735,R002,Dormant Account Activity,Medium
ALT2737,TXN2737,R002,Dormant Account Activity,Medium
ALT2738,TXN2738,R005,Mule Account Pattern,High
ALT2739,TXN2739,R001,Large Deposit,High
ALT2740,TXN2740,R001,Large Deposit,High
ALT2741,TXN2741,R001,Large Deposit,High
ALT2742,TXN2742,R001,Large Deposit,High
ALT2743,TXN2743,R003,Structuring,High
ALT2744,TXN2744,R006,Funnel Account,Low
ALT2745,TXN2745,R006,Funnel Account,Low
ALT2746,TXN2746,R001,Large Deposit,High
ALT2747,TXN2747,R001,Large Deposit,High
ALT2749,TXN2749,R001,Large Deposit,High
ALT2753,TXN2753,R001,Large Deposit,High
ALT2754,TXN2754,R001,Large Deposit,High
ALT2755,TXN2755,R001,Large Deposit,High
ALT2756,TXN2756,R006,Funnel Account,Low
ALT2757,TXN2757,R002,Dormant Account Activity,Medium
ALT2759,TXN2759,R001,Large Deposit,High
ALT2761,TXN2761,R001,Large Deposit,High
ALT2762,TXN2762,R001,Large Deposit,High
ALT2763,TXN2763,R001,Large Deposit,High
ALT2764,TXN2764,R001,Large Deposit,High
ALT2766,TXN2766,R001,Large Deposit,High
ALT2767,TXN2767,R001,Large Deposit,High
ALT2768,TXN2768,R001,Large Deposit,High
ALT2769,TXN2769,R001,Large Deposit,High
ALT2770,TXN2770,R002,Dormant Account Activity,Medium
ALT2771,TXN2771,R001,Large Deposit,High
ALT2772,TXN2772,R001,Large Deposit,High
ALT2773,TXN2773,R001,Large Deposit,High
ALT2774,TXN2774,R001,Large Deposit,High
ALT2776,TXN2776,R001,Large Deposit,High
ALT2777,TXN2777,R001,Large Deposit,High
ALT2778,TXN2778,R002,Dormant Account Activity,Medium
ALT2779,TXN2779,R001,Large Deposit,High
ALT2781,TXN2781,R005,Mule Account Pattern,High
ALT2783,TXN2783,R006,Funnel Account,Low
ALT2784,TXN2784,R002,Dormant Account Activity,Medium
ALT2785,TXN2785,R002,Dormant Account Activity,Medium
ALT2787,TXN2787,R002,Dormant Account Activity,Medium
ALT2788,TXN2788,R001,Large Deposit,High
ALT2789,TXN2789,R001,Large Deposit,High
ALT2790,TXN2790,R002,Dormant Account Activity,Medium
ALT2792,TXN2792,R001,Large Deposit,High
ALT2794,TXN2794,R001,Large Deposit,High
ALT2795,TXN2795,R005,Mule Account Pattern,High
ALT2796,TXN2796,R006,Funnel Account,Low
ALT2797,TXN2797,R001,Large Deposit,High
ALT2798,TXN2798,R006,Funnel Account,Low
ALT2801,TXN2801,R002,Dormant Account Activity,Medium
ALT2802,TXN2802,R002,Dormant Account Activity,Medium
ALT2803,TXN2803,R002,Dormant Account Activity,Medium
ALT2805,TXN2805,R001,Large Deposit,High
ALT2806,TXN2806,R001,Large Deposit,High
ALT2807,TXN2807,R001,Large Deposit,High
ALT2809,TXN2809,R002,Dormant Account Activity,Medium
ALT2810,TXN2810,R001,Large Deposit,High
ALT2811,TXN2811,R001,Large Deposit,High
ALT2813,TXN2813,R001,Large Deposit,High
ALT2814,TXN2814,R001,Large Deposit,High
ALT2815,TXN2815,R002,Dormant Account Activity,Medium
ALT2817,TXN2817,R001,Large Deposit,High
ALT2818,TXN2818,R002,Dormant Account Activity,Medium
ALT2820,TXN2820,R002,Dormant Account Activity,Medium
ALT2821,TXN2821,R002,Dormant Account Activity,Medium
ALT2822,TXN2822,R001,Large Deposit,High
ALT2823,TXN2823,R005,Mule Account Pattern,High
ALT2824,TXN2824,R001,Large Deposit,High
ALT2825,TXN2825,R001,Large Deposit,High
ALT2826,TXN2826,R002,Dormant Account Activity,Medium
ALT2827,TXN2827,R002,Dormant Account Activity,Medium
ALT2829,TXN2829,R002,Dormant Account Activity,Medium
ALT2831,TXN2831,R001,Large Deposit,High
ALT2832,TXN2832,R001,Large Deposit,High
ALT2833,TXN2833,R001,Large Deposit,High
ALT2834,TXN2834,R002,Dormant Account Activity,Medium
ALT2835,TXN2835,R005,Mule Account Pattern,High
ALT2836,TXN2836,R002,Dormant Account Activity,Medium
ALT2837,TXN2837,R001,Large Deposit,High
ALT2838,TXN2838,R001,Large Deposit,High
ALT2839,TXN2839,R001,Large Deposit,High
ALT2840,TXN2840,R002,Dormant Account Activity,Medium
ALT2841,TXN2841,R002,Dormant Account Activity,Medium
ALT2842,TXN2842,R001,Large Deposit,High
ALT2843,TXN2843,R001,Large Deposit,High
ALT2845,TXN2845,R001,Large Deposit,High
ALT2846,TXN2846,R001,Large Deposit,High
ALT2848,TXN2848,R001,Large Deposit,High
ALT2850,TXN2850,R001,Large Deposit,High
ALT2851,TXN2851,R001,Large Deposit,High
ALT2852,TXN2852,R001,Large Deposit,High
ALT2853,TXN2853,R002,Dormant Account Activity,Medium
ALT2855,TXN2855,R001,Large Deposit,High
ALT2856,TXN2856,R001,Large Deposit,High
ALT2859,TXN2859,R001,Large Deposit,High
ALT2860,TXN2860,R001,Large Deposit,High
ALT2861,TXN2861,R001,Large Deposit,High
ALT2863,TXN2863,R006,Funnel Account,Low
ALT2864,TXN2864,R002,Dormant Account Activity,Medium
ALT2865,TXN2865,R002,Dormant Account Activity,Medium
ALT2867,TXN2867,R002,Dormant Account Activity,Medium
ALT2868,TXN2868,R002,Dormant Account Activity,Medium
ALT2870,TXN2870,R001,Large Deposit,High
ALT2871,TXN2871,R001,Large Deposit,High
ALT2872,TXN2872,R002,Dormant Account Activity,Medium
ALT2873,TXN2873,R001,Large Deposit,High
ALT2874,TXN2874,R001,Large Deposit,High
ALT2875,TXN2875,R001,Large Deposit,High
ALT2876,TXN2876,R001,Large Deposit,High
ALT2877,TXN2877,R001,Large Deposit,High
ALT2879,TXN2879,R002,Dormant Account Activity,Medium
ALT2880,TXN2880,R002,Dormant Account Activity,Medium
ALT2881,TXN2881,R005,Mule Account Pattern,High
ALT2883,TXN2883,R006,Funnel Account,Low
ALT2886,TXN2886,R001,Large Deposit,High
ALT2888,TXN2888,R002,Dormant Account Activity,Medium
ALT2889,TXN2889,R001,Large Deposit,High
ALT2891,TXN2891,R002,Dormant Account Activity,Medium
ALT2893,TXN2893,R001,Large Deposit,High
ALT2894,TXN2894,R001,Large Deposit,High
ALT2895,TXN2895,R001,Large Deposit,High
ALT2896,TXN2896,R006,Funnel Account,Low
ALT2898,TXN2898,R002,Dormant Account Activity,Medium
ALT2900,TXN2900,R001,Large Deposit,High
ALT2901,TXN2901,R002,Dormant Account Activity,Medium
ALT2902,TXN2902,R005,Mule Account Pattern,High
ALT2903,TXN2903,R005,Mule Account Pattern,High
ALT2904,TXN2904,R002,Dormant Account Activity,Medium
ALT2905,TXN2905,R002,Dormant Account Activity,Medium
ALT2907,TXN2907,R001,Large Deposit,High
ALT2908,TXN2908,R002,Dormant Account Activity,Medium
ALT2909,TXN2909,R001,Large Deposit,High
ALT2910,TXN2910,R005,Mule Account Pattern,High
ALT2911,TXN2911,R002,Dormant Account Activity,Medium
ALT2912,TXN2912,R001,Large Deposit,High
ALT2913,TXN2913,R002,Dormant Account Activity,Medium
ALT2914,TXN2914,R001,Large Deposit,High
ALT2916,TXN2916,R001,Large Deposit,High
ALT2918,TXN2918,R005,Mule Account Pattern,High
ALT2919,TXN2919,R001,Large Deposit,High
ALT2920,TXN2920,R001,Large Deposit,High
ALT2922,TXN2922,R002,Dormant Account Activity,Medium
ALT2923,TXN2923,R001,Large Deposit,High
ALT2927,TXN2927,R002,Dormant Account Activity,Medium
ALT2929,TXN2929,R002,Dormant Account Activity,Medium
ALT2931,TXN2931,R001,Large Deposit,High
ALT2932,TXN2932,R002,Dormant Account Activity,Medium
ALT2933,TXN2933,R002,Dormant Account Activity,Medium
ALT2934,TXN2934,R001,Large Deposit,High
ALT2935,TXN2935,R001,Large Deposit,High
ALT2937,TXN2937,R001,Large Deposit,High
ALT2939,TXN2939,R005,Mule Account Pattern,High
ALT2943,TXN2943,R001,Large Deposit,High
ALT2945,TXN2945,R002,Dormant Account Activity,Medium
ALT2946,TXN2946,R001,Large Deposit,High
ALT2947,TXN2947,R001,Large Deposit,High
ALT2949,TXN2949,R001,Large Deposit,High
ALT2951,TXN2951,R002,Dormant Account Activity,Medium
ALT2952,TXN2952,R001,Large Deposit,High
ALT2954,TXN2954,R001,Large Deposit,High
ALT2955,TXN2955,R001,Large Deposit,High
ALT2957,TXN2957,R001,Large Deposit,High
ALT2958,TXN2958,R006,Funnel Account,Low
ALT2959,TXN2959,R001,Large Deposit,High
ALT2960,TXN2960,R001,Large Deposit,High
ALT2961,TXN2961,R002,Dormant Account Activity,Medium
ALT2962,TXN2962,R001,Large Deposit,High
ALT2963,TXN2963,R002,Dormant Account Activity,Medium
ALT2965,TXN2965,R006,Funnel Account,Low
ALT2966,TXN2966,R001,Large Deposit,High
ALT2967,TXN2967,R002,Dormant Account Activity,Medium
ALT2968,TXN2968,R002,Dormant Account Activity,Medium
ALT2970,TXN2970,R002,Dormant Account Activity,Medium
ALT2972,TXN2972,R002,Dormant Account Activity,Medium
ALT2973,TXN2973,R002,Dormant Account Activity,Medium
